Interface,Signal Name,Description,Direction,PinName,Function Number,Function select register,,,,,,,,
,PWM[8],,I/O,PAD_MIPI_TXM2,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM2
0x0300_11A4",,,,,,,,
,PWM[9],,I/O,PWR_GPIO1,4,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO1
0x0300_10A8",,,,,,,,
,PWM[9],,I/O,MUX_SPI1_MISO,4,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MISO
0x0300_1114",,,,,,,,
,PWM[9],,I/O,SD1_CLK,7,"FMUX_GPIO_REG_IOCTRL_SD1_CLK
0x0300_10E4",,,,,,,,
,PWM[9],,I/O,UART2_CTS,1,"FMUX_GPIO_REG_IOCTRL_UART2_CTS
0x0300_10CC",,,,,,,,
,PWM[9],,I/O,PAD_MIPI_TXP2,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP2
0x0300_11A8",,,,,,,,
,PWM[10],,I/O,PWR_GPIO2,4,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO2
0x0300_10AC",,,,,,,,
,PWM[10],,I/O,MUX_SPI1_SCK,4,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_SCK
0x0300_1120",,,,,,,,
,PWM[10],,I/O,UART2_RX,1,"FMUX_GPIO_REG_IOCTRL_UART2_RX
0x0300_10C8",,,,,,,,
,PWM[10],,I/O,SD0_D3,5,"FMUX_GPIO_REG_IOCTRL_SD0_D3
0x0300_1030",,,,,,,,
,PWM[10],,I/O,PAD_MIPI_TXM1,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM1
0x0300_11AC",,,,,,,,
,PWM[11],,I/O,MUX_SPI1_CS,4,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_CS
0x0300_111C",,,,,,,,
,PWM[11],,I/O,UART2_TX,1,"FMUX_GPIO_REG_IOCTRL_UART2_TX
0x0300_10C0",,,,,,,,
,PWM[11],,I/O,SD0_D2,5,"FMUX_GPIO_REG_IOCTRL_SD0_D2
0x0300_102C",,,,,,,,
,PWM[11],,I/O,PAD_MIPI_TXP1,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP1
0x0300_11B0",,,,,,,,
,PWM[12],,I/O,ADC3,4,"FMUX_GPIO_REG_IOCTRL_ADC3
0x0300_10F0",,,,,,,,
,PWM[12],,I/O,PAD_ETH_TXM___EPHY_RXP,4,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXM
0x0300_1128",,,,,,,,
,PWM[12],,I/O,SD0_D1,5,"FMUX_GPIO_REG_IOCTRL_SD0_D1
0x0300_1028",,,,,,,,
,PWM[12],,I/O,PAD_MIPI_TXM4,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM4
0x0300_1194",,,,,,,,
,PWM[13],,I/O,ADC2,4,"FMUX_GPIO_REG_IOCTRL_ADC2
0x0300_10F4",,,,,,,,
,PWM[13],,I/O,PAD_ETH_TXP___EPHY_RXN,4,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXP
0x0300_1124",,,,,,,,
,PWM[13],,I/O,SD0_D0,5,"FMUX_GPIO_REG_IOCTRL_SD0_D0
0x0300_1024",,,,,,,,
,PWM[13],,I/O,PAD_MIPI_TXP4,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP4
0x0300_1198",,,,,,,,
,PWM[14],,I/O,PAD_ETH_RXM___EPHY_TXP,4,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXM
0x0300_1130",,,,,,,,
,PWM[14],,I/O,IIC2_SCL,1,"FMUX_GPIO_REG_IOCTRL_IIC2_SCL
0x0300_10B8",,,,,,,,
,PWM[14],,I/O,SD0_CMD,5,"FMUX_GPIO_REG_IOCTRL_SD0_CMD
0x0300_1020",,,,,,,,
,PWM[14],,I/O,PAD_MIPI_TXM3,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM3
0x0300_119C",,,,,,,,
,PWM[14],,I/O,PAD_MIPI_TXM0,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM0
0x0300_11B4",,,,,,,,
,PWM[15],,I/O,PAD_ETH_RXP___EPHY_TXN,4,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXP
0x0300_112C",,,,,,,,
,PWM[15],,I/O,IIC2_SDA,1,"FMUX_GPIO_REG_IOCTRL_IIC2_SDA
0x0300_10BC",,,,,,,,
,PWM[15],,I/O,SD0_CLK,5,"FMUX_GPIO_REG_IOCTRL_SD0_CLK
0x0300_101C",,,,,,,,
,PWM[15],,I/O,PAD_MIPI_TXP3,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP3
0x0300_11A0",,,,,,,,
,PWM[15],,I/O,PAD_MIPI_TXP0,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP0
0x0300_11B8",,,,,,,,
"CA53 JTAG (2W)

RISCV JTAG (4W)

I2C0",CR_4WTCK,,I/O,JTAG_CPU_TCK,0,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TCK
0x0300_1068",,,,,,,,
,CR_4WTMS,,I/O,JTAG_CPU_TMS,0,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TMS
0x0300_1064",,,,,,,,
,CR_2WTCK,,I/O,PAD_MIPIRX3P,0,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX3P
0x0300_1178",,,,,,,,
,CR_2WTCK,,I/O,PAD_MIPI_TXP1,0,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP1
0x0300_11B0",,,,,,,,
,CR_2WTCK,,I/O,PWR_GPIO2,7,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO2
0x0300_10AC",,,,,,,,
,CR_SCL0,,I/O,PAD_MIPIRX4N,0,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4N
0x0300_116C",,,,,,,,
,CR_SCL0,,I/O,PAD_MIPI_TXP2,0,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP2
0x0300_11A8",,,,,,,,
,CR_SCL0,,I/O,CLK32K,2,"FMUX_GPIO_REG_IOCTRL_CLK32K
0x0300_10B0",,,,,,,,
,CR_2WTMS,,I/O,PAD_MIPIRX3N,0,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX3N
0x0300_1174",,,,,,,,
,CR_2WTMS,,I/O,PAD_MIPI_TXM1,0,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM1
0x0300_11AC",,,,,,,,
,CR_2WTMS,,I/O,CLK25M,2,"FMUX_GPIO_REG_IOCTRL_CLK25M
0x0300_10B4",,,,,,,,
,CR_SDA0,,I/O,PAD_MIPIRX4P,0,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4P
0x0300_1170",,,,,,,,
,CR_SDA0,,I/O,PAD_MIPI_TXM2,0,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM2
0x0300_11A4",,,,,,,,
,CR_SDA0,,I/O,PWR_GPIO1,7,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO1
0x0300_10A8",,,,,,,,
,CR_4WTDI,,I/O,IIC0_SCL,0,"FMUX_GPIO_REG_IOCTRL_IIC0_SCL
0x0300_1070",,,,,,,,
,CR_4WTDO,,I/O,IIC0_SDA,0,"FMUX_GPIO_REG_IOCTRL_IIC0_SDA
0x0300_1074",,,,,,,,
,JTAG_CPU_TRST,,I,JTAG_CPU_TRST,0,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TRST
0x0300_106C",,,,,,,,
System,PWR_BUTTON1,,I,PWR_BUTTON1,0,"FMUX_GPIO_REG_IOCTRL_PWR_BUTTON1
0x0300_1098",,,,,,,,
,PWR_ON,,I,PWR_ON,0,"FMUX_GPIO_REG_IOCTRL_PWR_ON
0x0300_109C",,,,,,,,
,PWR_RSTN,,I,PWR_RSTN,0,"FMUX_GPIO_REG_IOCTRL_PWR_RSTN
0x0300_1080",,,,,,,,
,PWR_SEQ1,,O,PWR_SEQ1,0,"FMUX_GPIO_REG_IOCTRL_PWR_SEQ1
0x0300_1084",,,,,,,,
,PWR_SEQ2,,O,PWR_SEQ2,0,"FMUX_GPIO_REG_IOCTRL_PWR_SEQ2
0x0300_1088",,,,,,,,
,PWR_SEQ3,,O,PWR_SEQ3,0,"FMUX_GPIO_REG_IOCTRL_PWR_SEQ3
0x0300_108C",,,,,,,,
,PWR_WAKEUP0,,I,PWR_WAKEUP0,0,"FMUX_GPIO_REG_IOCTRL_PWR_WAKEUP0
0x0300_1090",,,,,,,,
,PWR_WAKEUP1,,I,PWR_WAKEUP1,0,"FMUX_GPIO_REG_IOCTRL_PWR_WAKEUP1
0x0300_1094",,,,,,,,
,RSTN,,I,RSTN,0,"FMUX_GPIO_REG_IOCTRL_RSTN
0x0300_10E8",,,,,,,,
,USB_ID,,I,USB_ID,0,"FMUX_GPIO_REG_IOCTRL_USB_ID
0x0300_10FC",,,,,,,,
,USB_VBUS_DET,,I,USB_VBUS_DET,0,"FMUX_GPIO_REG_IOCTRL_USB_VBUS_DET
0x0300_1108",,,,,,,,
,USB_VBUS_EN,,O,USB_VBUS_EN,0,"FMUX_GPIO_REG_IOCTRL_USB_VBUS_EN
0x0300_1100",,,,,,,,
no die IR,PWR_IR0,,I,PWR_WAKEUP0,1,"FMUX_GPIO_REG_IOCTRL_PWR_WAKEUP0
0x0300_1090",,,,,,,,
,PWR_IR1,,I,PWR_WAKEUP1,1,"FMUX_GPIO_REG_IOCTRL_PWR_WAKEUP1
0x0300_1094",,,,,,,,
SPI_NOR1 ,PWR_SPINOR1_CS_X,,O,SD1_D3,6,"FMUX_GPIO_REG_IOCTRL_SD1_D3
0x0300_10D0",,,,,,,,
,PWR_SPINOR1_HOLD_X,,I/O,SD1_D2,6,"FMUX_GPIO_REG_IOCTRL_SD1_D2
0x0300_10D4",,,,,,,,
,PWR_SPINOR1_MISO,,I/O,SD1_D0,6,"FMUX_GPIO_REG_IOCTRL_SD1_D0
0x0300_10DC",,,,,,,,
,PWR_SPINOR1_MOSI,,I/O,SD1_CMD,6,"FMUX_GPIO_REG_IOCTRL_SD1_CMD
0x0300_10E0",,,,,,,,
,PWR_SPINOR1_SCK,,O,SD1_CLK,6,"FMUX_GPIO_REG_IOCTRL_SD1_CLK
0x0300_10E4",,,,,,,,
,PWR_SPINOR1_WP_X,,I/O,SD1_D1,6,"FMUX_GPIO_REG_IOCTRL_SD1_D1
0x0300_10D8",,,,,,,,
RMII,RMII0_IRQ,,I/O,VIVO_D10,4,"FMUX_GPIO_REG_IOCTRL_VIVO_D10
0x0300_1134",,,,,,,,
,RMII0_MDC,,I/O,VIVO_D4,4,"FMUX_GPIO_REG_IOCTRL_VIVO_D4
0x0300_114C",,,,,,,,
,RMII0_MDIO,,I/O,VIVO_D8,4,"FMUX_GPIO_REG_IOCTRL_VIVO_D8
0x0300_113C",,,,,,,,
,RMII0_REFCLKI,,I/O,VIVO_D6,4,"FMUX_GPIO_REG_IOCTRL_VIVO_D6
0x0300_1144",,,,,,,,
,RMII0_RXD0,,I,VIVO_D5,4,"FMUX_GPIO_REG_IOCTRL_VIVO_D5
0x0300_1148",,,,,,,,
,RMII0_RXD1,,I,VIVO_D7,4,"FMUX_GPIO_REG_IOCTRL_VIVO_D7
0x0300_1140",,,,,,,,
,RMII0_RXDV,,I,VIVO_D1,4,"FMUX_GPIO_REG_IOCTRL_VIVO_D1
0x0300_1158",,,,,,,,
,RMII0_TXCLK,,O,VIVO_D0,4,"FMUX_GPIO_REG_IOCTRL_VIVO_D0
0x0300_115C",,,,,,,,
,RMII0_TXD0,,O,VIVO_D3,4,"FMUX_GPIO_REG_IOCTRL_VIVO_D3
0x0300_1150",,,,,,,,
,RMII0_TXD1,,O,VIVO_D2,4,"FMUX_GPIO_REG_IOCTRL_VIVO_D2
0x0300_1154",,,,,,,,
,RMII0_TXEN,,O,VIVO_CLK,4,"FMUX_GPIO_REG_IOCTRL_VIVO_CLK
0x0300_1160",,,,,,,,
SD1 ,SD1_CLK,,O,PAD_MIPI_TXM4,1,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM4
0x0300_1194",,,,,,,,
,SD1_CMD,,I/O,PAD_MIPI_TXP4,1,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP4
0x0300_1198",,,,,,,,
,SD1_D0,,I/O,PAD_MIPI_TXM3,1,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM3
0x0300_119C",,,,,,,,
,SD1_D1,,I/O,PAD_MIPI_TXP3,1,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP3
0x0300_11A0",,,,,,,,
,SD1_D2,,I/O,PAD_MIPI_TXM2,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM2
0x0300_11A4",,,,,,,,
,SD1_D3,,I/O,PAD_MIPI_TXP2,7,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP2
0x0300_11A8",,,,,,,,
,PWR_SD1_CLK,,O,SD1_CLK,0,"FMUX_GPIO_REG_IOCTRL_SD1_CLK
0x0300_10E4",,,,,,,,
,PWR_SD1_CMD,,I/O,SD1_CMD,0,"FMUX_GPIO_REG_IOCTRL_SD1_CMD
0x0300_10E0",,,,,,,,
,PWR_SD1_D0,,I/O,SD1_D0,0,"FMUX_GPIO_REG_IOCTRL_SD1_D0
0x0300_10DC",,,,,,,,
,PWR_SD1_D1,,I/O,SD1_D1,0,"FMUX_GPIO_REG_IOCTRL_SD1_D1
0x0300_10D8",,,,,,,,
,PWR_SD1_D2,,I/O,SD1_D2,0,"FMUX_GPIO_REG_IOCTRL_SD1_D2
0x0300_10D4",,,,,,,,
,PWR_SD1_D3,,I/O,SD1_D3,0,"FMUX_GPIO_REG_IOCTRL_SD1_D3
0x0300_10D0",,,,,,,,
SD0 ,SDIO0_CD,,I,SD0_CD,0,"FMUX_GPIO_REG_IOCTRL_SD0_CD
0x0300_1034",,,,,,,,
,SDIO0_CLK,,O,SD0_CLK,0,"FMUX_GPIO_REG_IOCTRL_SD0_CLK
0x0300_101C",,,,,,,,
,SDIO0_CMD,,I/O,SD0_CMD,0,"FMUX_GPIO_REG_IOCTRL_SD0_CMD
0x0300_1020",,,,,,,,
,SDIO0_D[0],,I/O,SD0_D0,0,"FMUX_GPIO_REG_IOCTRL_SD0_D0
0x0300_1024",,,,,,,,
,SDIO0_D[1],,I/O,SD0_D1,0,"FMUX_GPIO_REG_IOCTRL_SD0_D1
0x0300_1028",,,,,,,,
,SDIO0_D[2],,I/O,SD0_D2,0,"FMUX_GPIO_REG_IOCTRL_SD0_D2
0x0300_102C",,,,,,,,
,SDIO0_D[3],,I/O,SD0_D3,0,"FMUX_GPIO_REG_IOCTRL_SD0_D3
0x0300_1030",,,,,,,,
,SDIO0_PWR_EN,,O,SD0_PWR_EN,0,"FMUX_GPIO_REG_IOCTRL_SD0_PWR_EN
0x0300_1038",,,,,,,,
SPI,SPI0_CS_X,,O,SD0_D3,2,"FMUX_GPIO_REG_IOCTRL_SD0_D3
0x0300_1030",,,,,,,,
,SPI0_CS_X,,O,PAD_MIPI_TXP2,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP2
0x0300_11A8",,,,,,,,
,SPI0_SCK,,O,SD0_CLK,2,"FMUX_GPIO_REG_IOCTRL_SD0_CLK
0x0300_101C",,,,,,,,
,SPI0_SCK,,O,PAD_MIPI_TXM2,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM2
0x0300_11A4",,,,,,,,
,SPI0_SDI,,I,SD0_D0,2,"FMUX_GPIO_REG_IOCTRL_SD0_D0
0x0300_1024",,,,,,,,
,SPI0_SDI,,I,PAD_MIPI_TXP1,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP1
0x0300_11B0",,,,,,,,
,SPI0_SDO,,I/O,SD0_CMD,2,"FMUX_GPIO_REG_IOCTRL_SD0_CMD
0x0300_1020",,,,,,,,
,SPI0_SDO,,I/O,PAD_MIPI_TXM1,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM1
0x0300_11AC",,,,,,,,
,SPI1_CS_X,,O,MUX_SPI1_CS,6,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_CS
0x0300_111C",,,,,,,,
,SPI1_CS_X,,O,PAD_ETH_RXM___EPHY_TXP,6,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXM
0x0300_1130",,,,,,,,
,SPI1_SCK,,O,MUX_SPI1_SCK,6,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_SCK
0x0300_1120",,,,,,,,
,SPI1_SCK,,O,PAD_ETH_RXP___EPHY_TXN,6,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXP
0x0300_112C",,,,,,,,
,SPI1_SDI,,I,MUX_SPI1_MISO,6,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MISO
0x0300_1114",,,,,,,,
,SPI1_SDI,,I,PAD_ETH_TXM___EPHY_RXP,6,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXM
0x0300_1128",,,,,,,,
,SPI1_SDO,,I/O,MUX_SPI1_MOSI,6,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MOSI
0x0300_1118",,,,,,,,
,SPI1_SDO,,I/O,PAD_ETH_TXP___EPHY_RXN,6,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXP
0x0300_1124",,,,,,,,
,SPI2_CS_X,,O,SD1_D3,1,"FMUX_GPIO_REG_IOCTRL_SD1_D3
0x0300_10D0",,,,,,,,
,SPI2_SCK,,O,SD1_CLK,1,"FMUX_GPIO_REG_IOCTRL_SD1_CLK
0x0300_10E4",,,,,,,,
,SPI2_SDI,,I,SD1_D0,1,"FMUX_GPIO_REG_IOCTRL_SD1_D0
0x0300_10DC",,,,,,,,
,SPI2_SDO,,I/O,SD1_CMD,1,"FMUX_GPIO_REG_IOCTRL_SD1_CMD
0x0300_10E0",,,,,,,,
,SPI3_CS_X,,O,VIVO_D5,5,"FMUX_GPIO_REG_IOCTRL_VIVO_D5
0x0300_1148",,,,,,,,
,SPI3_SCK,,O,VIVO_D6,5,"FMUX_GPIO_REG_IOCTRL_VIVO_D6
0x0300_1144",,,,,,,,
,SPI3_SDI,,I,VIVO_D7,5,"FMUX_GPIO_REG_IOCTRL_VIVO_D7
0x0300_1140",,,,,,,,
,SPI3_SDO,,I/O,VIVO_D8,5,"FMUX_GPIO_REG_IOCTRL_VIVO_D8
0x0300_113C",,,,,,,,
UART,UART0_RX,,I,UART0_RX,0,"FMUX_GPIO_REG_IOCTRL_UART0_RX
0x0300_1044",,,,,,,,
,UART0_TX,,O,UART0_TX,0,"FMUX_GPIO_REG_IOCTRL_UART0_TX
0x0300_1040",,,,,,,,
,UART1_CTS,,I,JTAG_CPU_TCK,4,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TCK
0x0300_1068",,,,,,,,
,UART1_RTS,,O,JTAG_CPU_TMS,4,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TMS
0x0300_1064",,,,,,,,
,UART1_RX,,I,SD0_D2,4,"FMUX_GPIO_REG_IOCTRL_SD0_D2
0x0300_102C",,,,,,,,
,UART1_RX,,I,UART0_RX,4,"FMUX_GPIO_REG_IOCTRL_UART0_RX
0x0300_1044",,,,,,,,
,UART1_RX,,I,PWR_BUTTON1,4,"FMUX_GPIO_REG_IOCTRL_PWR_BUTTON1
0x0300_1098",,,,,,,,
,UART1_RX,,I,PWR_ON,4,"FMUX_GPIO_REG_IOCTRL_PWR_ON
0x0300_109C",,,,,,,,
,UART1_RX,,I,JTAG_CPU_TCK,6,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TCK
0x0300_1068",,,,,,,,
,UART1_RX,,I,IIC0_SDA,1,"FMUX_GPIO_REG_IOCTRL_IIC0_SDA
0x0300_1074",,,,,,,,
,UART1_TX,,O,SD0_D1,4,"FMUX_GPIO_REG_IOCTRL_SD0_D1
0x0300_1028",,,,,,,,
,UART1_TX,,O,UART0_TX,4,"FMUX_GPIO_REG_IOCTRL_UART0_TX
0x0300_1040",,,,,,,,
,UART1_TX,,O,PWR_WAKEUP0,4,"FMUX_GPIO_REG_IOCTRL_PWR_WAKEUP0
0x0300_1090",,,,,,,,
,UART1_TX,,O,PWR_WAKEUP1,4,"FMUX_GPIO_REG_IOCTRL_PWR_WAKEUP1
0x0300_1094",,,,,,,,
,UART1_TX,,O,JTAG_CPU_TMS,6,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TMS
0x0300_1064",,,,,,,,
,UART1_TX,,O,IIC0_SCL,1,"FMUX_GPIO_REG_IOCTRL_IIC0_SCL
0x0300_1070",,,,,,,,
,UART2_CTS,,I,VIVO_D4,6,"FMUX_GPIO_REG_IOCTRL_VIVO_D4
0x0300_114C",,,,,,,,
,UART2_CTS,,I,UART2_CTS,0,"FMUX_GPIO_REG_IOCTRL_UART2_CTS
0x0300_10CC",,,,,,,,
,UART2_RTS,,O,VIVO_D3,6,"FMUX_GPIO_REG_IOCTRL_VIVO_D3
0x0300_1150",,,,,,,,
,UART2_RTS,,O,UART2_RTS,0,"FMUX_GPIO_REG_IOCTRL_UART2_RTS
0x0300_10C4",,,,,,,,
,UART2_RX,,I,UART2_RX,0,"FMUX_GPIO_REG_IOCTRL_UART2_RX
0x0300_10C8",,,,,,,,
,UART2_RX,,I,IIC2_SCL,4,"FMUX_GPIO_REG_IOCTRL_IIC2_SCL
0x0300_10B8",,,,,,,,
,UART2_RX,,I,IIC0_SDA,2,"FMUX_GPIO_REG_IOCTRL_IIC0_SDA
0x0300_1074",,,,,,,,
,UART2_RX,,I,SD1_D1,2,"FMUX_GPIO_REG_IOCTRL_SD1_D1
0x0300_10D8",,,,,,,,
,UART2_RX,,I,VIVO_D5,6,"FMUX_GPIO_REG_IOCTRL_VIVO_D5
0x0300_1148",,,,,,,,
,UART2_RX,,I,PWR_GPIO1,1,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO1
0x0300_10A8",,,,,,,,
,UART2_RX,,I,VIVO_D9,7,"FMUX_GPIO_REG_IOCTRL_VIVO_D9
0x0300_1138",,,,,,,,
,UART2_RX,,I,VIVO_CLK,7,"FMUX_GPIO_REG_IOCTRL_VIVO_CLK
0x0300_1160",,,,,,,,
,UART2_TX,,O,UART2_TX,0,"FMUX_GPIO_REG_IOCTRL_UART2_TX
0x0300_10C0",,,,,,,,
,UART2_TX,,O,IIC2_SDA,4,"FMUX_GPIO_REG_IOCTRL_IIC2_SDA
0x0300_10BC",,,,,,,,
,UART2_TX,,O,IIC0_SCL,2,"FMUX_GPIO_REG_IOCTRL_IIC0_SCL
0x0300_1070",,,,,,,,
,UART2_TX,,O,SD1_D2,2,"FMUX_GPIO_REG_IOCTRL_SD1_D2
0x0300_10D4",,,,,,,,
,UART2_TX,,O,VIVO_D6,6,"FMUX_GPIO_REG_IOCTRL_VIVO_D6
0x0300_1144",,,,,,,,
,UART2_TX,,O,PWR_GPIO0,1,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO0
0x0300_10A4",,,,,,,,
,UART2_TX,,O,VIVO_D10,7,"FMUX_GPIO_REG_IOCTRL_VIVO_D10
0x0300_1134",,,,,,,,
,UART2_TX,,O,VIVO_D2,7,"FMUX_GPIO_REG_IOCTRL_VIVO_D2
0x0300_1154",,,,,,,,
,UART3_CTS,,I,MUX_SPI1_CS,1,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_CS
0x0300_111C",,,,,,,,
,UART3_CTS,,I,PAD_ETH_RXM___EPHY_TXP,1,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXM
0x0300_1130",,,,,,,,
,UART3_CTS,,I,SD1_D3,5,"FMUX_GPIO_REG_IOCTRL_SD1_D3
0x0300_10D0",,,,,,,,
,UART3_RTS,,O,MUX_SPI1_MISO,1,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MISO
0x0300_1114",,,,,,,,
,UART3_RTS,,O,PAD_ETH_TXM___EPHY_RXP,1,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXM
0x0300_1128",,,,,,,,
,UART3_RTS,,O,SD1_D0,5,"FMUX_GPIO_REG_IOCTRL_SD1_D0
0x0300_10DC",,,,,,,,
,UART3_RX,,I,SD0_D3,4,"FMUX_GPIO_REG_IOCTRL_SD0_D3
0x0300_1030",,,,,,,,
,UART3_RX,,I,MUX_SPI1_MOSI,1,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MOSI
0x0300_1118",,,,,,,,
,UART3_RX,,I,PAD_ETH_TXP___EPHY_RXN,1,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXP
0x0300_1124",,,,,,,,
,UART3_RX,,I,SD1_D1,5,"FMUX_GPIO_REG_IOCTRL_SD1_D1
0x0300_10D8",,,,,,,,
,UART3_RX,,I,ADC2,7,"FMUX_GPIO_REG_IOCTRL_ADC2
0x0300_10F4",,,,,,,,
,UART3_TX,,O,SD0_D0,4,"FMUX_GPIO_REG_IOCTRL_SD0_D0
0x0300_1024",,,,,,,,
,UART3_TX,,O,MUX_SPI1_SCK,1,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_SCK
0x0300_1120",,,,,,,,
,UART3_TX,,O,PAD_ETH_RXP___EPHY_TXN,1,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXP
0x0300_112C",,,,,,,,
,UART3_TX,,O,SD1_D2,5,"FMUX_GPIO_REG_IOCTRL_SD1_D2
0x0300_10D4",,,,,,,,
,UART3_TX,,O,ADC3,7,"FMUX_GPIO_REG_IOCTRL_ADC3
0x0300_10F0",,,,,,,,
